m_seller_2_s2_1090,b2,n_seller_2_s2_1437,m,b1,n,b3,m_seller_2_s2_2109,m_seller_2_s2_4130,m_seller_3_s3_2256,m_seller_5_s5_1523,n_seller_5_s5_1488,m_seller_5_s5_4375,n_seller_4_s4_214,n_seller_4_s4_3028
69.0,84,22.6,38,17,165,55,52.0,79.0,52.2,56.833333333333336,42.8,52.166666666666664,62.2,32.4
47.75,5,39.0,78,91,85,39,65.75,42.5,62.75,48.0,54.333333333333336,45.75,81.25,57.5
45.0,30,49.166666666666664,8,76,175,9,43.4,50.8,53.0,33.0,37.0,40.8,45.0,28.0
47.2,90,41.0,66,60,168,27,22.6,55.4,61.57142857142857,26.666666666666668,57.25,48.666666666666664,48.4,61.0
47.0,81,83.33333333333333,64,81,28,77,53.4,64.7,47.625,61.75,40.666666666666664,47.5,56.333333333333336,70.0
31.2,89,40.857142857142854,187,48,191,99,42.0,44.2,54.111111111111114,49.8,48.0,44.5,62.5,69.5
64.75,64,61.0,144,45,107,62,44.75,45.0,37.42857142857143,37.714285714285715,50.142857142857146,60.142857142857146,51.57142857142857,62.142857142857146
55.42857142857143,90,80.33333333333333,145,74,14,77,38.142857142857146,38.142857142857146,78.875,37.5,33.666666666666664,92.0,60.0,82.5
69.375,83,67.5,116,11,164,93,47.5,42.5,39.75,65.0,40.375,38.333333333333336,45.25,45.75
39.333333333333336,48,54.0,37,42,127,27,66.0,21.333333333333332,47.6,55.42857142857143,42.4,54.142857142857146,72.0,45.5
56.4,38,71.0,111,66,108,35,19.4,46.8,47.75,61.5,55.0,53.75,67.6,58.4
38.44444444444444,49,27.5,132,49,98,53,74.55555555555556,49.0,40.333333333333336,63.0,80.5,52.6,54.0,35.666666666666664
48.0,6,27.5,48,90,98,45,35.5,52.5,32.666666666666664,31.333333333333332,80.5,51.666666666666664,54.0,35.666666666666664
69.375,45,53.42857142857143,116,42,56,41,47.5,42.5,39.75,65.0,53.142857142857146,38.333333333333336,51.0,34.333333333333336
51.75,55,61.333333333333336,169,66,92,4,54.75,64.0,47.0,56.166666666666664,30.0,41.166666666666664,58.0,52.25
32.2,15,26.5,168,54,141,85,57.8,41.0,39.0,42.25,62.0,73.0,54.285714285714285,39.0
29.0,63,45.75,198,63,162,40,48.0,46.666666666666664,46.8,79.2,49.5,40.6,38.75,27.75
21.0,27,36.42857142857143,174,83,112,23,50.0,41.666666666666664,17.75,58.125,19.75,49.375,22.5,83.5
52.625,60,61.25,79,77,16,27,51.125,56.5,39.714285714285715,62.0,55.285714285714285,65.2,57.8,45.9
84.0,24,60.0,29,10,123,88,78.0,62.0,45.333333333333336,60.09090909090909,62.2,62.27272727272727,46.5,46.333333333333336
36.0,50,72.85714285714286,159,18,160,92,68.25,37.75,59.0,29.571428571428573,61.285714285714285,54.0,47.833333333333336,40.5
43.666666666666664,45,26.25,60,18,34,21,43.333333333333336,21.166666666666668,30.285714285714285,29.0,48.2,49.6,39.42857142857143,29.428571428571427
40.857142857142854,3,56.857142857142854,119,56,174,90,51.285714285714285,52.285714285714285,51.857142857142854,18.5,40.5,32.833333333333336,45.4,62.0
53.833333333333336,87,37.2,52,33,124,13,34.5,49.5,63.75,40.25,66.0,57.25,46.0,54.875
72.0,0,51.75,156,49,183,57,65.75,30.0,56.0,29.666666666666668,63.5,60.0,67.25,26.0
59.0,39,52.666666666666664,121,14,167,82,53.666666666666664,60.0,54.75,75.5,49.0,56.333333333333336,39.5,57.25
60.666666666666664,17,43.0,25,87,24,17,51.333333333333336,38.666666666666664,27.6,37.333333333333336,48.0,21.666666666666668,66.66666666666667,45.666666666666664
37.5,33,30.5,83,32,68,34,46.666666666666664,36.333333333333336,47.0,43.333333333333336,36.666666666666664,51.0,45.875,43.375
36.333333333333336,18,34.5,87,81,40,92,23.0,14.0,61.666666666666664,48.166666666666664,39.333333333333336,67.5,57.375,57.0
53.8,34,29.833333333333332,20,2,76,35,59.6,49.0,32.5,56.42857142857143,65.66666666666667,39.42857142857143,66.83333333333333,74.16666666666667
66.75,30,22.0,21,20,87,53,65.0,68.25,46.5,85.5,58.4,54.666666666666664,67.0,75.0
55.8,20,83.25,95,69,93,96,49.2,40.4,57.0,34.333333333333336,54.0,54.666666666666664,46.833333333333336,80.33333333333333
50.666666666666664,24,28.25,65,99,198,68,39.833333333333336,52.833333333333336,60.333333333333336,50.666666666666664,54.4,65.33333333333333,51.4,56.0
41.333333333333336,69,61.333333333333336,133,59,92,9,45.0,45.666666666666664,42.1,30.5,30.0,78.5,58.0,52.25
69.375,67,49.9,116,34,142,31,47.5,42.5,39.75,65.0,71.5,38.333333333333336,45.333333333333336,58.666666666666664
36.57142857142857,81,35.75,161,78,12,79,53.42857142857143,47.57142857142857,68.66666666666667,44.75,53.5,26.125,42.111111111111114,48.22222222222222
22.8,54,46.6,5,56,140,67,50.6,26.8,48.0,59.375,40.285714285714285,51.0,49.0,39.857142857142854
75.0,10,54.0,71,55,127,12,58.5,28.5,42.0,61.5,42.4,66.625,72.0,45.5
58.2,42,52.8,104,1,94,51,61.0,27.4,23.75,64.8,54.6,66.4,50.0,4.5
92.66666666666667,28,53.42857142857143,185,65,56,87,54.333333333333336,30.666666666666668,61.0,47.5,53.142857142857146,44.333333333333336,51.0,34.333333333333336
53.333333333333336,91,22.0,85,3,87,3,48.0,16.666666666666668,59.77777777777778,56.25,58.4,41.0,67.0,75.0
45.0,29,80.33333333333333,8,96,14,3,43.4,50.8,53.0,33.0,33.666666666666664,40.8,60.0,82.5
56.4,13,55.833333333333336,106,89,169,81,57.4,54.8,59.333333333333336,82.0,35.0,37.0,47.333333333333336,51.166666666666664
62.0,44,52.166666666666664,158,26,3,72,63.55555555555556,45.55555555555556,48.77777777777778,59.8,40.5,67.8,58.5,45.25
53.8,72,66.14285714285714,0,40,89,23,45.0,65.8,71.33333333333333,39.0,21.75,50.75,29.5,49.5
41.333333333333336,64,67.14285714285714,133,17,139,75,45.0,45.666666666666664,42.1,30.5,24.5,78.5,51.0,66.6
55.5,60,61.0,150,73,51,8,67.25,65.5,37.0,89.2,39.57142857142857,55.4,64.33333333333333,51.0
55.5,92,27.0,150,14,135,53,67.25,65.5,37.0,89.2,44.8,55.4,39.55555555555556,48.0
56.4,85,23.5,106,44,179,48,57.4,54.8,59.333333333333336,82.0,41.5,37.0,31.0,51.333333333333336
39.2,69,25.4,69,22,63,6,63.0,39.8,66.66666666666667,40.666666666666664,42.3,85.0,20.4,41.2
78.6,44,58.5,73,88,96,61,42.6,44.4,54.77777777777778,44.833333333333336,46.0,61.333333333333336,62.666666666666664,38.833333333333336
43.2,18,48.333333333333336,26,75,7,4,57.4,53.6,50.25,16.333333333333332,32.0,4.333333333333333,53.6,57.9
12.5,11,44.875,16,52,100,53,96.0,12.5,49.166666666666664,46.5,44.0,61.333333333333336,45.125,36.875
47.75,17,16.666666666666668,78,37,79,74,65.75,42.5,62.75,48.0,35.6,45.75,53.5,48.75
46.75,12,65.57142857142857,124,53,156,61,52.75,47.25,77.33333333333333,35.0,64.0,44.857142857142854,38.0,52.0
28.0,81,87.5,58,30,60,46,78.0,42.0,0.0,48.0,40.0,35.0,54.285714285714285,49.0
38.5,97,47.166666666666664,160,0,13,31,57.0,70.0,49.0,55.333333333333336,30.2,45.0,62.75,39.5
40.0,92,60.25,167,68,134,76,66.83333333333333,30.5,54.25,42.166666666666664,53.0,66.66666666666667,59.2,40.2
41.6,35,31.2,191,79,105,7,43.4,47.2,42.2,45.5,22.5,11.0,57.0,76.5
28.0,91,60.5,58,80,88,24,78.0,42.0,0.0,48.0,65.6,35.0,33.5,94.5
45.142857142857146,50,39.75,146,38,65,55,62.285714285714285,38.0,36.0,67.16666666666667,44.4,54.166666666666664,40.0,30.6
55.2,71,54.0,118,48,127,7,33.0,47.8,38.5,55.333333333333336,42.4,18.333333333333332,72.0,45.5
30.571428571428573,72,57.4,43,76,17,44,23.571428571428573,44.0,57.833333333333336,61.6,49.857142857142854,55.8,48.75,45.75
38.333333333333336,89,26.25,142,99,34,25,31.666666666666668,63.0,55.75,62.0,48.2,39.25,39.42857142857143,29.428571428571427
42.8,80,53.0,183,85,177,20,53.8,42.4,42.5,43.0,54.285714285714285,42.857142857142854,45.4,75.4
56.5,54,31.0,195,83,81,32,56.75,61.75,54.0,65.0,47.666666666666664,47.333333333333336,43.5,37.5
47.25,14,34.25,105,11,25,98,48.0,22.5,33.0,44.55555555555556,45.666666666666664,57.888888888888886,40.625,51.0
49.379657317803215,23,76.0,59,12,90,30,50.266200058525285,49.441438767806545,45.5,58.875,63.57142857142857,37.625,40.42857142857143,34.285714285714285
54.857142857142854,45,46.6,72,50,140,28,42.0,60.57142857142857,68.125,74.5,40.285714285714285,54.25,49.0,39.857142857142854
56.0,36,47.714285714285715,134,4,78,95,60.5,42.75,46.75,62.8,23.0,35.0,47.833333333333336,63.583333333333336
38.44444444444444,78,39.666666666666664,132,73,69,11,74.55555555555556,49.0,40.333333333333336,63.0,36.0,52.6,52.25,62.5
47.75,48,49.0,78,46,132,50,65.75,42.5,62.75,48.0,52.666666666666664,45.75,56.625,58.875
56.285714285714285,29,76.0,19,58,90,17,38.42857142857143,50.0,90.0,26.25,63.57142857142857,24.75,40.42857142857143,34.285714285714285
39.2,20,48.375,69,59,113,13,63.0,39.8,66.66666666666667,40.666666666666664,73.16666666666667,85.0,68.0,45.25
40.75,79,60.0,135,19,19,53,36.25,41.0,57.833333333333336,71.33333333333333,40.666666666666664,42.0,39.666666666666664,9.666666666666666
50.666666666666664,19,50.333333333333336,65,4,145,48,39.833333333333336,52.833333333333336,60.333333333333336,50.666666666666664,79.0,65.33333333333333,53.0,52.4
59.0,57,47.166666666666664,121,56,13,34,53.666666666666664,60.0,54.75,75.5,30.2,56.333333333333336,62.75,39.5
51.36363636363637,50,46.857142857142854,165,93,181,11,60.0,52.0,62.4,56.0,46.0,44.0,35.833333333333336,35.833333333333336
63.2,0,57.166666666666664,192,51,57,39,66.0,61.6,38.5,39.714285714285715,56.833333333333336,28.857142857142858,21.0,75.5
59.142857142857146,51,36.0,170,91,102,11,48.285714285714285,38.714285714285715,32.666666666666664,43.0,38.0,53.5,52.0,67.5
42.25,61,52.666666666666664,194,20,167,27,20.75,64.75,43.0,19.0,49.0,61.8,39.5,57.25
65.83333333333333,26,51.4,42,78,114,88,45.166666666666664,64.83333333333333,42.714285714285715,25.4,73.5,38.6,61.8,42.8
67.8,97,71.0,24,9,108,14,56.5,48.2,79.0,34.0,55.0,81.0,67.6,58.4
43.5,68,97.0,123,62,176,21,38.125,43.25,56.75,46.25,34.625,51.25,51.6,40.8
78.6,54,66.4,73,79,116,8,42.6,44.4,54.77777777777778,44.833333333333336,50.166666666666664,61.333333333333336,44.5,38.5
32.5,35,62.6,136,90,133,13,69.0,52.75,59.714285714285715,50.5,58.333333333333336,25.75,44.77777777777778,42.77777777777778
58.2,7,43.4,104,35,9,59,61.0,27.4,23.75,64.8,87.0,66.4,40.75,51.25
78.6,3,63.4,73,36,184,35,42.6,44.4,54.77777777777778,44.833333333333336,26.75,61.333333333333336,33.75,58.75
47.25,16,48.125,105,32,47,38,48.0,22.5,33.0,44.55555555555556,56.0,57.888888888888886,32.5,48.0
45.833333333333336,26,58.0,6,89,197,20,57.0,64.5,46.5,52.142857142857146,57.0,41.42857142857143,52.2,53.7
64.33333333333333,92,61.333333333333336,112,42,92,47,65.33333333333333,49.833333333333336,54.0,80.5,30.0,8.5,58.0,52.25
40.75,32,61.75,135,58,62,69,36.25,41.0,57.833333333333336,71.33333333333333,44.0,42.0,50.111111111111114,41.0
38.111111111111114,61,57.166666666666664,155,18,57,85,39.333333333333336,59.0,27.0,40.8,56.833333333333336,45.4,21.0,75.5
56.5,82,76.33333333333333,195,69,50,87,56.75,61.75,54.0,65.0,52.0,47.333333333333336,76.57142857142857,47.0
55.8,50,53.166666666666664,95,7,189,23,49.2,40.4,57.0,34.333333333333336,47.0,54.666666666666664,33.2,53.6
49.379657317803215,19,67.14285714285714,163,24,139,65,50.266200058525285,49.441438767806545,60.333333333333336,43.5,24.5,11.5,51.0,66.6
46.0,97,45.75,129,47,162,77,55.2,56.6,57.0,61.25,49.5,44.0,38.75,27.75
35.8,99,41.8,18,88,6,92,37.6,32.4,64.5,28.285714285714285,70.66666666666667,56.57142857142857,54.833333333333336,37.666666666666664
40.75,51,52.0,135,10,172,45,36.25,41.0,57.833333333333336,71.33333333333333,67.5,42.0,40.333333333333336,69.0
73.66666666666667,30,63.25,67,81,18,52,50.333333333333336,18.333333333333332,66.83333333333333,34.6,46.857142857142854,29.8,41.666666666666664,54.77777777777778
61.2,43,76.33333333333333,14,90,50,44,57.0,64.8,48.75,68.5,52.0,2.0,76.57142857142857,47.0
53.8,43,87.5,20,40,60,67,59.6,49.0,32.5,56.42857142857143,40.0,39.42857142857143,54.285714285714285,49.0
54.857142857142854,8,48.375,72,63,113,53,42.0,60.57142857142857,68.125,74.5,73.16666666666667,54.25,68.0,45.25
67.8,54,58.5,24,20,182,93,56.5,48.2,79.0,34.0,48.142857142857146,81.0,60.625,40.0
41.6,83,38.8,191,79,64,13,43.4,47.2,42.2,45.5,53.714285714285715,11.0,45.0,27.8
23.833333333333332,86,58.5,149,3,182,36,38.333333333333336,23.5,49.4,46.333333333333336,48.142857142857146,39.333333333333336,60.625,40.0
72.0,7,63.333333333333336,110,7,106,29,60.4,72.2,11.0,50.625,44.0,54.375,45.666666666666664,50.666666666666664
43.8,16,30.666666666666668,86,24,147,1,58.8,52.2,54.0,39.5,31.5,59.833333333333336,57.0,59.0
53.4,29,39.75,92,32,65,10,40.6,57.2,49.0,67.0,44.4,45.25,40.0,30.6
43.5,29,88.0,100,50,77,64,52.0,70.75,50.333333333333336,36.0,37.333333333333336,59.0,64.0,37.5
69.0,21,32.0,38,13,49,46,52.0,79.0,52.2,56.833333333333336,31.0,52.166666666666664,16.0,42.333333333333336
37.5,28,36.125,83,24,5,24,46.666666666666664,36.333333333333336,47.0,43.333333333333336,54.125,51.0,59.75,85.5
40.0,56,40.0,167,84,153,46,66.83333333333333,30.5,54.25,42.166666666666664,54.125,66.66666666666667,65.33333333333333,57.333333333333336
30.5,40,39.0,147,11,27,26,32.5,54.0,61.5,33.4,72.66666666666667,51.0,30.0,94.0
29.0,75,59.0,198,84,131,88,48.0,46.666666666666664,46.8,79.2,43.333333333333336,40.6,40.75,53.0
55.42857142857143,99,29.0,145,36,148,60,38.142857142857146,38.142857142857146,78.875,37.5,45.0,92.0,48.333333333333336,66.22222222222223
60.6,83,55.333333333333336,30,51,111,20,34.0,51.8,33.75,60.1,42.0,58.2,45.0,62.0
78.6,64,61.75,73,32,62,39,42.6,44.4,54.77777777777778,44.833333333333336,44.0,61.333333333333336,50.111111111111114,41.0
60.6,28,55.22222222222222,30,76,126,73,34.0,51.8,33.75,60.1,59.75,58.2,44.0,57.75
65.33333333333333,73,38.75,143,85,61,19,53.833333333333336,64.66666666666667,42.5,26.6,31.0,69.2,30.0,96.0
46.0,57,53.166666666666664,154,62,189,8,53.0,26.0,56.77777777777778,44.125,47.0,37.125,33.2,53.6
33.25,65,48.333333333333336,75,8,7,26,40.0,69.0,39.2,46.142857142857146,32.0,35.714285714285715,53.6,57.9
64.33333333333333,73,22.0,112,82,87,10,65.33333333333333,49.833333333333336,54.0,80.5,58.4,8.5,67.0,75.0
53.8,46,36.125,0,24,5,11,45.0,65.8,71.33333333333333,39.0,54.125,50.75,59.75,85.5
53.57142857142857,40,34.5,166,71,40,70,47.285714285714285,72.14285714285714,43.285714285714285,46.42857142857143,39.333333333333336,52.57142857142857,57.375,57.0
43.4,87,55.333333333333336,1,36,196,48,46.0,38.4,46.0,23.0,64.5,46.666666666666664,55.0,42.8
64.5,49,70.0,99,45,46,58,39.0,42.0,35.1,45.333333333333336,49.0,43.333333333333336,53.6,48.6
43.5,3,39.5,100,98,188,76,52.0,70.75,50.333333333333336,36.0,55.666666666666664,59.0,44.0,59.75
35.0,91,70.0,57,69,46,88,20.0,48.75,53.25,51.333333333333336,49.0,56.333333333333336,53.6,48.6
45.833333333333336,50,57.4,6,87,17,17,57.0,64.5,46.5,52.142857142857146,49.857142857142854,41.42857142857143,48.75,45.75
51.0,75,54.0,45,36,127,5,48.333333333333336,54.666666666666664,46.4,52.666666666666664,42.4,57.333333333333336,72.0,45.5
40.0,39,55.22222222222222,40,25,126,72,44.0,54.5,57.0,79.14285714285714,59.75,46.714285714285715,44.0,57.75
53.833333333333336,22,70.0,52,28,46,22,34.5,49.5,63.75,40.25,49.0,57.25,53.6,48.6
70.0,31,80.33333333333333,22,96,14,52,4.0,86.0,60.25,53.333333333333336,33.666666666666664,13.0,60.0,82.5
62.857142857142854,79,40.857142857142854,36,2,191,19,40.714285714285715,46.57142857142857,39.0,40.714285714285715,48.0,55.857142857142854,62.5,69.5
75.0,8,46.375,71,16,192,1,58.5,28.5,42.0,61.5,58.25,66.625,30.333333333333332,67.33333333333333
44.0,30,34.0,176,6,186,3,59.0,35.333333333333336,43.0,54.0,42.666666666666664,47.2,72.33333333333333,28.333333333333332
48.5,18,47.166666666666664,63,79,13,94,61.833333333333336,65.5,46.5,5.5,30.2,51.0,62.75,39.5
61.2,26,76.33333333333333,14,80,50,6,57.0,64.8,48.75,68.5,52.0,2.0,76.57142857142857,47.0
51.0,97,42.3,140,71,39,65,36.666666666666664,46.5,42.8,50.0,30.0,62.714285714285715,58.5,62.833333333333336
43.8,51,41.0,86,31,146,75,58.8,52.2,54.0,39.5,75.83333333333333,59.833333333333336,57.5,37.375
65.0,11,39.0,115,29,82,9,44.833333333333336,64.5,36.142857142857146,36.25,52.0,38.25,60.333333333333336,52.833333333333336
50.666666666666664,58,62.0,65,30,30,87,39.833333333333336,52.833333333333336,60.333333333333336,50.666666666666664,54.875,65.33333333333333,30.666666666666668,57.333333333333336
34.75,36,62.6,103,14,133,97,52.0,61.0,76.66666666666667,51.75,58.333333333333336,26.75,44.77777777777778,42.77777777777778
43.2,28,63.166666666666664,26,15,173,28,57.4,53.6,50.25,16.333333333333332,38.25,4.333333333333333,40.25,38.25
55.8,16,66.14285714285714,95,20,89,68,49.2,40.4,57.0,34.333333333333336,21.75,54.666666666666664,29.5,49.5
31.0,56,50.333333333333336,127,75,109,91,39.5,16.5,35.6,41.55555555555556,59.333333333333336,50.44444444444444,61.0,66.5
36.57142857142857,11,32.0,161,9,49,41,53.42857142857143,47.57142857142857,68.66666666666667,44.75,31.0,26.125,16.0,42.333333333333336
39.5,86,41.44444444444444,56,37,110,95,48.5,20.0,35.0,46.75,49.0,27.75,71.0,37.0
49.379657317803215,41,61.0,163,65,51,45,50.266200058525285,49.441438767806545,60.333333333333336,43.5,39.57142857142857,11.5,64.33333333333333,51.0
45.833333333333336,87,63.4,6,12,184,78,57.0,64.5,46.5,52.142857142857146,26.75,41.42857142857143,33.75,58.75
67.8,31,26.25,24,71,34,32,56.5,48.2,79.0,34.0,48.2,81.0,39.42857142857143,29.428571428571427
43.72727272727273,17,25.4,190,50,63,53,54.27272727272727,51.18181818181818,42.0,92.0,42.3,77.0,20.4,41.2
48.5,82,25.4,63,90,63,94,61.833333333333336,65.5,46.5,5.5,42.3,51.0,20.4,41.2
34.75,91,39.42857142857143,103,12,95,45,52.0,61.0,76.66666666666667,51.75,31.571428571428573,26.75,47.42857142857143,59.42857142857143
46.75,97,39.0,4,22,82,96,61.125,41.25,73.5,39.333333333333336,52.0,48.666666666666664,60.333333333333336,52.833333333333336
21.8,42,83.33333333333333,47,30,28,8,54.6,38.2,54.0,30.714285714285715,40.666666666666664,60.42857142857143,56.333333333333336,70.0
43.8,58,59.6,86,54,0,74,58.8,52.2,54.0,39.5,47.25,59.833333333333336,50.5,41.0
63.714285714285715,68,71.0,12,11,108,10,67.0,52.57142857142857,34.8,69.2,55.0,46.2,67.6,58.4
46.75,47,47.5,108,80,38,88,78.625,35.375,75.25,56.142857142857146,44.5,39.57142857142857,58.0,74.25
42.25,65,63.166666666666664,194,84,173,68,20.75,64.75,43.0,19.0,38.25,61.8,40.25,38.25
34.5,39,39.0,139,75,85,79,52.0,63.0,67.2,52.857142857142854,54.333333333333336,40.0,81.25,57.5
48.0,68,63.333333333333336,48,49,106,7,35.5,52.5,32.666666666666664,31.333333333333332,44.0,51.666666666666664,45.666666666666664,50.666666666666664
57.25,49,24.0,117,47,8,10,61.25,56.75,35.0,46.333333333333336,40.0,46.333333333333336,37.0,33.0
40.0,59,47.666666666666664,167,16,55,29,66.83333333333333,30.5,54.25,42.166666666666664,57.4,66.66666666666667,48.0,51.666666666666664
49.0,25,76.0,88,28,2,55,59.5,46.25,47.875,60.666666666666664,46.333333333333336,55.666666666666664,56.8,71.0
66.75,43,36.125,21,26,5,93,65.0,68.25,46.5,85.5,54.125,54.666666666666664,59.75,85.5
54.0,94,57.4,152,65,17,42,25.0,57.5,42.166666666666664,27.166666666666668,49.857142857142854,43.166666666666664,48.75,45.75
73.16666666666667,49,66.4,96,91,116,77,56.333333333333336,74.0,35.333333333333336,53.666666666666664,50.166666666666664,49.666666666666664,44.5,38.5
40.0,86,55.75,40,40,66,15,44.0,54.5,57.0,79.14285714285714,64.5,46.714285714285715,44.8,42.8
35.0,54,54.857142857142854,57,86,37,62,20.0,48.75,53.25,51.333333333333336,24.5,56.333333333333336,40.75,22.75
40.75,56,63.4,135,2,184,77,36.25,41.0,57.833333333333336,71.33333333333333,26.75,42.0,33.75,58.75
50.2,72,70.5,31,59,178,33,44.8,56.0,49.333333333333336,11.0,42.0,29.5,59.0,42.833333333333336
21.8,82,34.5,47,82,40,81,54.6,38.2,54.0,30.714285714285715,39.333333333333336,60.42857142857143,57.375,57.0
31.0,95,35.625,127,81,138,72,39.5,16.5,35.6,41.55555555555556,41.5,50.44444444444444,33.0,29.0
40.76923076923077,41,54.857142857142854,137,1,37,95,42.38461538461539,49.38461538461539,65.0,85.33333333333333,24.5,51.333333333333336,40.75,22.75
30.571428571428573,3,40.0,43,41,153,11,23.571428571428573,44.0,57.833333333333336,61.6,54.125,55.8,65.33333333333333,57.333333333333336
45.0,41,34.25,8,57,25,82,43.4,50.8,53.0,33.0,45.666666666666664,40.8,40.625,51.0
60.5,0,46.857142857142854,138,38,181,5,62.166666666666664,57.333333333333336,49.666666666666664,26.333333333333332,46.0,76.66666666666667,35.833333333333336,35.833333333333336
49.25,92,34.0,82,38,186,88,41.75,60.75,47.0,50.166666666666664,42.666666666666664,58.166666666666664,72.33333333333333,28.333333333333332
41.333333333333336,35,66.4,133,98,116,58,45.0,45.666666666666664,42.1,30.5,50.166666666666664,78.5,44.5,38.5
52.0,16,53.833333333333336,28,74,195,20,32.4,56.8,62.75,48.666666666666664,49.8,32.833333333333336,39.0,43.666666666666664
36.0,57,55.75,159,32,66,72,68.25,37.75,59.0,29.571428571428573,64.5,54.0,44.8,42.8
40.75,95,31.333333333333332,135,58,166,93,36.25,41.0,57.833333333333336,71.33333333333333,52.666666666666664,42.0,39.333333333333336,31.0
78.6,42,47.0,73,93,44,58,42.6,44.4,54.77777777777778,44.833333333333336,72.5,61.333333333333336,45.4,79.4
46.5,82,57.166666666666664,173,83,57,89,40.0,61.0,49.125,7.0,56.833333333333336,5.0,21.0,75.5
46.0,68,46.857142857142854,154,58,181,97,53.0,26.0,56.77777777777778,44.125,46.0,37.125,35.833333333333336,35.833333333333336
42.75,75,39.0,89,95,27,9,60.75,53.0,62.0,66.25,72.66666666666667,34.25,30.0,94.0
43.8,18,43.875,86,44,121,1,58.8,52.2,54.0,39.5,21.0,59.833333333333336,47.5,44.0
67.8,75,39.0,24,65,82,16,56.5,48.2,79.0,34.0,52.0,81.0,60.333333333333336,52.833333333333336
56.4,20,67.14285714285714,106,59,139,92,57.4,54.8,59.333333333333336,82.0,24.5,37.0,51.0,66.6
53.0,50,38.8,10,33,64,78,47.0,33.2,41.5,52.0,53.714285714285715,44.333333333333336,45.0,27.8
38.333333333333336,91,55.75,142,22,66,76,31.666666666666668,63.0,55.75,62.0,64.5,39.25,44.8,42.8
31.2,79,57.333333333333336,187,41,190,3,42.0,44.2,54.111111111111114,49.8,51.333333333333336,44.5,75.71428571428571,42.285714285714285
34.5,92,53.2,139,59,163,31,52.0,63.0,67.2,52.857142857142854,42.25,40.0,33.5,58.25
36.6,81,66.4,153,54,116,51,65.2,57.0,37.111111111111114,82.0,50.166666666666664,4.0,44.5,38.5
53.333333333333336,62,48.77777777777778,85,41,104,55,48.0,16.666666666666668,59.77777777777778,56.25,27.2,41.0,66.0,56.4
62.0,60,71.75,158,59,67,3,63.55555555555556,45.55555555555556,48.77777777777778,59.8,53.833333333333336,67.8,43.4,41.2
29.75,43,66.375,197,40,122,31,47.5,41.75,49.0,50.833333333333336,32.333333333333336,45.0,56.5,62.333333333333336
35.57142857142857,26,76.0,122,99,2,62,41.42857142857143,35.0,50.5,54.333333333333336,46.333333333333336,51.333333333333336,56.8,71.0
37.0,79,36.0,91,6,102,74,54.5,48.0,57.5,41.0,38.0,54.0,52.0,67.5
21.0,34,39.5,174,89,188,53,50.0,41.666666666666664,17.75,58.125,55.666666666666664,49.375,44.0,59.75
57.666666666666664,62,39.666666666666664,74,18,69,28,52.0,34.333333333333336,76.0,50.166666666666664,36.0,51.5,52.25,62.5
45.142857142857146,63,88.0,146,12,77,90,62.285714285714285,38.0,36.0,67.16666666666667,37.333333333333336,54.166666666666664,64.0,37.5
38.5,78,39.75,160,35,65,94,57.0,70.0,49.0,55.333333333333336,44.4,45.0,40.0,30.6
62.142857142857146,78,41.714285714285715,184,39,83,98,36.285714285714285,39.714285714285715,31.75,33.4,70.5,53.6,36.36363636363637,32.81818181818182
54.125,79,66.14285714285714,3,82,89,14,39.0,40.5,16.666666666666668,41.5,21.75,28.75,29.5,49.5
63.714285714285715,20,23.5,12,87,179,82,67.0,52.57142857142857,34.8,69.2,41.5,46.2,31.0,51.333333333333336
73.16666666666667,64,66.4,96,78,116,70,56.333333333333336,74.0,35.333333333333336,53.666666666666664,50.166666666666664,49.666666666666664,44.5,38.5
34.5,85,44.8,139,84,23,16,52.0,63.0,67.2,52.857142857142854,49.5,40.0,61.0,51.8
57.666666666666664,52,28.25,74,98,198,82,52.0,34.333333333333336,76.0,50.166666666666664,54.4,51.5,51.4,56.0
57.666666666666664,47,26.25,74,23,34,0,52.0,34.333333333333336,76.0,50.166666666666664,48.2,51.5,39.42857142857143,29.428571428571427
56.0,57,44.875,134,96,100,12,60.5,42.75,46.75,62.8,44.0,35.0,45.125,36.875
32.2,4,58.25,168,38,144,65,57.8,41.0,39.0,42.25,76.16666666666667,73.0,63.5,62.75
14.333333333333334,87,56.0,51,73,193,53,73.0,68.66666666666667,49.35364109825687,38.5,48.25,45.25,15.0,9.5
36.0,44,48.333333333333336,159,5,7,37,68.25,37.75,59.0,29.571428571428573,32.0,54.0,53.6,57.9
53.833333333333336,16,76.0,52,70,90,68,34.5,49.5,63.75,40.25,63.57142857142857,57.25,40.42857142857143,34.285714285714285
46.0,37,11.0,154,86,84,54,53.0,26.0,56.77777777777778,44.125,39.125,37.125,47.625,52.375
56.5,58,16.666666666666668,195,9,79,23,56.75,61.75,54.0,65.0,35.6,47.333333333333336,53.5,48.75
36.333333333333336,56,8.0,87,13,151,11,23.0,14.0,61.666666666666664,48.166666666666664,35.0,67.5,35.5,58.0
48.333333333333336,21,11.25,181,89,180,19,52.833333333333336,52.333333333333336,73.75,27.25,43.333333333333336,47.5,65.0,87.66666666666667
59.4,84,51.833333333333336,15,59,73,51,66.6,54.4,58.8,66.75,23.333333333333332,37.25,55.0,54.888888888888886
91.0,31,37.2,182,4,124,5,48.0,82.0,40.42857142857143,76.4,66.0,51.0,46.0,54.875
